day,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
395,0.1338274976820167,0.24579621897575205,0.32008115471796406,0.23901758999426498,0.22788870926816143,0.32007940316973477,0.41784721449322004,0.23655151881216502,0.2752130597626631,0.39226335542125734,0.22838125458639902,0.2927426842329475,0.38565237892933674,0.4364800905637228,0.24902687478147614,0.35982149628923654,0.3867596426301573,0.3703268237078201,0.3451081475453014,0.5160405801292978,0.3006489934261189,0.6267571392706783,0.29699498390796186,0.36390886335966377,0.4028306904240014,0.46063244971828105,0.3122762898743384,0.32160936247159866,0.30591235191689675,0.3316691783865902,0.5881442089120519,0.2849005108669461,0.36939067646273416,0.30570903906172386,0.3168637643175268,0.4506930807743941,0.2788961646280243,0.5911874060068538,0.5062380483804827,0.5454739612141496,0.4751584038735515,0.22444804535687482,0.187445049175254,0.2218913926696201,0.2560727722753733,0.3128388047519608,0.25795285781711674,0.2958430867224612,0.20611508327974112,0.3924357476818475,0.40143406715689756
396,0.1460808393327155,0.27995534345192397,0.3125033431138526,0.26497767378319526,0.22566995569455245,0.339726035224472,0.41775853589225315,0.27558168376931125,0.3106276117806355,0.3923784187093666,0.22826508957074496,0.3000875332392632,0.4063960824500836,0.4921007597177464,0.24916104790319532,0.3582381976039867,0.41347064297709984,0.3628358813335147,0.3382941059092056,0.45254233872089733,0.3122405989659294,0.6263247093385265,0.312712757845371,0.3713860359410974,0.39913759255311126,0.4028022459167965,0.3466531888954458,0.3313065528668946,0.3171099654956689,0.3470369038897322,0.5812194069990726,0.2889745514911463,0.35094504158437373,0.3085139579733654,0.2975772732333854,0.4459351973190424,0.26925223001335724,0.5913735171314416,0.5000655606142955,0.5469287847269779,0.44676428566293347,0.24790017573436032,0.21266268890375267,0.2323971078461801,0.2760683134742331,0.3137591908899303,0.258116040388948,0.30553720452969074,0.20614668725583524,0.40986511900246464,0.4072410882533904
397,0.15103841795103656,0.27994838667810906,0.32391087714846484,0.26594485528948175,0.22260541132585682,0.36180324551093007,0.4213271771333826,0.2671094949024602,0.3393254756587807,0.38826810862652106,0.22250521231441653,0.3023632268737826,0.40099151918545234,0.4922177732727529,0.2693849290615898,0.3643251733472654,0.41451948431856134,0.36015610777484625,0.3302270347944908,0.44618180379609684,0.28634085586182,0.5961604716593966,0.3323023207212311,0.371397089492532,0.4059877876907195,0.44910440270322155,0.3338370755452472,0.30582378657597203,0.31482891438186783,0.3481518801652051,0.5887350671855316,0.2832570527106912,0.33371223656944465,0.31152641083427285,0.2948428049451397,0.4146637793664216,0.27519777872803186,0.5773502911047391,0.5002481858155444,0.5256550679546799,0.39595939425827886,0.25239976059563507,0.21377457945693576,0.22163867461650366,0.27585295135670757,0.3200287915261193,0.26044063639772236,0.39140602038178907,0.20330997043997937,0.4041381804177391,0.4194844353681895
398,0.150062510339156,0.2791227464719865,0.2926282235194497,0.265138365056646,0.2067324038638667,0.3535289441485561,0.4257036749150749,0.23344174748438468,0.34304025434784746,0.38889332136398225,0.20159948128295394,0.30159006347871287,0.4016232288274521,0.4847669589014653,0.2614243069882695,0.3462526628795029,0.4110042398451802,0.3711813649694119,0.3293817826247991,0.44417234903536074,0.28330765274202097,0.5623806517459805,0.3321890954965598,0.3523530574073828,0.4049231389322079,0.4450858764392074,0.34808005323312324,0.3234112988171772,0.30702732289278384,0.3260395544613298,0.6118042139204947,0.28588987498233026,0.3133030076728067,0.29754704964405543,0.2968108507248988,0.40852741240056034,0.2723771397675512,0.49553449899324337,0.5100851493536198,0.5141270571889258,0.4493621216083797,0.25301986457947867,0.18487309750673045,0.2188562034498311,0.2905870496109203,0.3092373621309336,0.2640193316276822,0.38682120899192624,0.20993204388121922,0.40295987435116964,0.42062778169128756
399,0.15014029665997766,0.27940693425648,0.2924850996085501,0.2621174049826529,0.21023206513006543,0.35030541669467835,0.4260868904258389,0.23542753649961382,0.3467661064101601,0.39904309985375186,0.19028540399640184,0.29638930258740215,0.44351661082351,0.49155428805904555,0.2639565302947083,0.3393845290502257,0.42387121759157553,0.37069312765560697,0.32912806831638286,0.4296234347276297,0.28041765781932865,0.5568315387256247,0.3292121757088843,0.3535233418665567,0.40322012759153725,0.44926004641940226,0.34659811490551234,0.3169847461119144,0.3074020176976195,0.32593303386888883,0.6447753097298569,0.28801177329618555,0.2896753859095842,0.3031832052534884,0.29739360231117007,0.3994954041156369,0.2843018143804029,0.4908546668009168,0.5137220182362685,0.5313082635419836,0.4513268978739595,0.24964581589909318,0.1839930374377838,0.22025132132593792,0.29069587619656123,0.3127942228333555,0.2624595493833901,0.38764461942305467,0.20378015231894897,0.3935549304885283,0.4088680563783824
400,0.15520225193093412,0.30354956456055027,0.31644033766277074,0.2575734908401469,0.2243060480847264,0.3445507126802597,0.4185340534008542,0.23859713127767337,0.34935183702259104,0.3935972287682338,0.2143856419235265,0.3268328038665859,0.4365133204542221,0.49498713684465806,0.27684504658333164,0.37952446509707044,0.42813813911287313,0.36399669800097567,0.3360526467762256,0.40368924878088364,0.29491154134237535,0.5725208286358132,0.3358809383520511,0.37613444840107985,0.39185769311793645,0.5239617504881481,0.351197991323048,0.3096267838786463,0.34211937706957185,0.3312411914975411,0.644951546929921,0.2830049601164517,0.2752028693118006,0.3029253813619858,0.29786750639768766,0.36216267062025387,0.2830849547336353,0.4457789333896484,0.5185200417094292,0.535347513231155,0.4461847538713177,0.25147001481957154,0.18371124393167726,0.23345575702399535,0.3268893007460142,0.3056397841172669,0.2500325402493155,0.3929728065152218,0.200615573299981,0.40588229695270833,0.38800602067537726
401,0.1544939875767055,0.3104881054178228,0.3166559707773383,0.27106149495166965,0.2194418942264362,0.3439613377080158,0.4085958584087632,0.2359031285656552,0.35249957923053465,0.39749561515562454,0.2675260571060573,0.3349757646814453,0.4287036245312805,0.5055514152140882,0.27232109754074035,0.3838847736826412,0.42230805795256376,0.3503100811602568,0.3359858931101483,0.3954360997167355,0.28244737657424507,0.5427782838261799,0.33555954564392987,0.3740460375614975,0.39658606567393284,0.5416667742175602,0.3398515072671616,0.310776809107959,0.34700328313431394,0.3349563627155134,0.6548411849131378,0.2832364981150575,0.277200495718194,0.2828090567262857,0.30789431323344624,0.28486306176488,0.27402771507522444,0.41160639635328883,0.5097679425588614,0.5283292714224359,0.4854624094921883,0.25473887304240145,0.1868404722550226,0.20911974807110553,0.33622682572271395,0.3049593968518513,0.24504836048355005,0.3741556261307152,0.19833437111537852,0.3897507726942203,0.3782756602740157
402,0.14856121660815277,0.29770096764961945,0.26893094144300134,0.27048487991645526,0.22758617576072485,0.36949012962062794,0.4110688811654847,0.23505878002709066,0.35141079530369157,0.2778745678907103,0.2702166774718675,0.31515903970609754,0.4305120852950149,0.4535291835976122,0.26991078171052496,0.3947780305686037,0.42868714170372096,0.34913554744822095,0.3399326399152323,0.4099947232381193,0.28764313433766614,0.5469981518777455,0.33272329959353997,0.3557399627820734,0.404705278973827,0.5505518277936838,0.33932433150690516,0.29022888647065354,0.35643195969408964,0.3331859242457362,0.623059346846896,0.2836446656821547,0.27708148878707867,0.2761574888581523,0.2820184044321179,0.28205591370794353,0.27782108679144046,0.4295318728215255,0.5428847468466214,0.47980394363763,0.4458992271130379,0.25616226665303643,0.1679879912123858,0.2082562341424826,0.33933011634721977,0.3004932819872646,0.21857533818773062,0.36343021671676384,0.19573856733865697,0.3866172651912667,0.407346904848164
403,0.1767997580976334,0.2958597547500197,0.31291117764932125,0.2886131045075552,0.22963959213449245,0.3686672337813463,0.45256426536948813,0.2629648011618559,0.3991566396372193,0.268576797472041,0.26443663805095585,0.3247016345737356,0.43143366021266394,0.45549296487211505,0.2772535604947036,0.4022366704949848,0.4550233530852752,0.33697249900122217,0.3559383563969588,0.4000491567918881,0.3252920462185006,0.6706953502539633,0.3459227102914272,0.3737582292332559,0.42281457135823064,0.6048895203309385,0.3299611951948419,0.2837509461702815,0.36218862683920705,0.3380235610957191,0.6427244284292196,0.2795249618532378,0.26694666948987944,0.2974965150558028,0.32267280525972236,0.29095918544809063,0.29028708893904964,0.4304189992622915,0.5432083194287951,0.479402387779264,0.4390379172914213,0.2481210516237984,0.16826854013001638,0.20565148597406224,0.3367351502643407,0.32587814874699805,0.22733824220857193,0.3751047763738908,0.21188919987446053,0.3849082896042781,0.40978746258816146
404,0.18471446355307775,0.3055304473721003,0.28899892341280337,0.30372915060765565,0.22594963917776606,0.37958858650111865,0.5140787711127692,0.26087109948815473,0.3993469385917175,0.2664119723567698,0.2704829455917219,0.3244137974517998,0.4389369671212025,0.45890202429422294,0.28659094482328157,0.40594141159710334,0.47152912402558617,0.3348032648263028,0.35031406207809995,0.35468769683861123,0.3293264383521284,0.6798504299746532,0.35041474007519396,0.3754078537436952,0.4265171336806767,0.6008344451469856,0.330774726963764,0.29304195229931995,0.3653227300058057,0.3383769964440689,0.6407684592878877,0.28014139777172575,0.26126385598481405,0.310963010981257,0.322693296514101,0.3085044065437523,0.2898460411911295,0.4931402712620479,0.47726673550597226,0.4844138992504716,0.4443341500821629,0.25247301229107133,0.17041675766694597,0.22427671058828322,0.35226302586188035,0.32356132051916253,0.22645809512492857,0.38112003825980634,0.21253987736502458,0.37344800172378345,0.3665531308766595
405,0.18384582515863734,0.30567359870606314,0.28905408680289046,0.30314852770573836,0.2281570578947176,0.3821327691737754,0.5638852599509679,0.27141821677047034,0.39683622003934516,0.2729752947421576,0.2643229249553702,0.32737000637597974,0.45431128133225096,0.4584210460362469,0.2877615860384049,0.40748174234012274,0.4723846494832296,0.3359541188602756,0.3692360196105791,0.3583189945130026,0.31480516127125674,0.6873269179415209,0.3222598618573868,0.3735746602407099,0.37838606936485936,0.6320492346003509,0.33061815543560163,0.29183507599507674,0.34522627822899365,0.3531979934072115,0.6205487429351091,0.2919091104536527,0.22652044179998065,0.3128585135661614,0.3223690011091704,0.2987528997803415,0.28544106750983994,0.4861184140228797,0.5149051106173255,0.4421326049818125,0.4378352515900956,0.2511848714865667,0.155937525165139,0.22331040343242728,0.35868580578075954,0.35588458825910824,0.2090324528146182,0.4019091815490343,0.20498328984218195,0.37351693155896554,0.3754161305762621
406,0.18611985631778802,0.30788259827225284,0.312411593915646,0.2900546558580047,0.22818264954437448,0.38642613668667847,0.5834647602024357,0.25752535552962036,0.3983162006709407,0.2966706389172233,0.26645886595938234,0.3148364772179132,0.42821024045237993,0.4608927167722785,0.2876296950055813,0.4074747202430608,0.49018251494988635,0.33575732076590836,0.33659871432471966,0.32653493620765245,0.31290368218227277,0.6845183869570229,0.3235125554368877,0.37508403931109763,0.3700644918467979,0.6245187238939535,0.33576425481093514,0.29794682896636276,0.3459250747576304,0.3526124590826794,0.6007387652159557,0.3086767432870595,0.19101453306227262,0.3119792778676091,0.31796429525597936,0.26120924920863436,0.28192022617299234,0.4855365504850366,0.530713029038714,0.3753872401727568,0.44545212021669156,0.24865875513495247,0.15009090590961124,0.24335163328789713,0.3561055468380766,0.353169966372487,0.19829310842598563,0.413862511437556,0.20158585579395893,0.40145890347875945,0.3754192119640782
407,0.19459172280310877,0.3210551003534932,0.3267617502763888,0.2501644087343204,0.20788556163824112,0.39096974168862336,0.5787599621494866,0.2603121283436746,0.39637822927817873,0.3104930607280166,0.26525065874795317,0.32390965833359797,0.41313851881629454,0.46390723476276635,0.29320429238054735,0.40819252150289254,0.48986591305135857,0.32661123620269755,0.3334215705484451,0.3353744950810396,0.3471372779402511,0.7120455538690849,0.32126777360941283,0.3725580048784257,0.4245988811654957,0.6077955488491827,0.34051378841178453,0.30219165709031665,0.34922930217165427,0.34636390640055037,0.6902226427161584,0.31150884957090963,0.18408279969017358,0.32968319098593685,0.34186946252954986,0.270741638070428,0.2715071481558402,0.4780141740832138,0.5112835775690119,0.3614609238886697,0.457526326326491,0.23834887110252956,0.1522600493611724,0.24223103834182166,0.35680496606657724,0.3588729094603118,0.2071113877185535,0.4357807189710116,0.20155178993308695,0.4006303317362773,0.3990235500044782
408,0.1961178352588233,0.32135508368639915,0.3195286710668957,0.25010793553459937,0.20721099707504767,0.39960423152673946,0.5109838642096574,0.26155084437636433,0.3307963451589172,0.3078162446023075,0.24613515541230194,0.3277701509579449,0.43091076375833703,0.439717120471393,0.279373214826354,0.41445298118232055,0.49453476053576173,0.34731938207401564,0.3555721854651605,0.3187495060346531,0.35127340191347084,0.713229927356197,0.35819429926417523,0.3685859936709096,0.4353739901624049,0.6080571251612633,0.3395265060175957,0.3019243293641836,0.34817427556871805,0.3466304627496477,0.6804144248951215,0.29218291109840416,0.2103960518806047,0.3258830643981903,0.3454766766727553,0.2957983934638637,0.28542008943229097,0.4782631753424421,0.512078668166563,0.36891015266832766,0.39544042422489434,0.23011220763634757,0.15447011802659075,0.24027857610650802,0.35553983680932494,0.3689550123918383,0.21368503163150487,0.48616728691283756,0.1761352037292586,0.40315942137970107,0.3897967771207903
409,0.19177008275622823,0.2976611669155085,0.31008775570559916,0.2481049011732305,0.20032009460291758,0.4026010116465168,0.4987845040790463,0.25727189848334214,0.3318264903640128,0.29801004124015257,0.2527604690029231,0.33702897085894795,0.4260272338670685,0.43708402924298656,0.3094749466226472,0.413973037819448,0.45333194153379375,0.3451732741391965,0.3555962115632772,0.35504066381851085,0.36415469161152664,0.6915418222725845,0.350507171100931,0.3750649834454589,0.37710301647000316,0.6322131628076051,0.33820158348590373,0.3069223064617679,0.3525945041281714,0.35311629654587534,0.626279164516532,0.2910486045208268,0.20998130129611303,0.32265528274654653,0.35306835501258754,0.2903950457497677,0.287361537221568,0.4177546050576884,0.4294586860351969,0.3892654579885776,0.39414697435212087,0.2247037501114711,0.15436504599090847,0.23521146966038936,0.3551852615467673,0.3716789349249472,0.2133624097351814,0.4806377232630607,0.17638218444980683,0.4255443649867809,0.3897613243890535
410,0.1908405752316761,0.2859401596104533,0.3235781462039519,0.2612146074036369,0.2030716218039533,0.4002237598923039,0.4986121420367487,0.2585800336504779,0.3356894141051925,0.2932510255650698,0.2684796552185582,0.31868948521685436,0.44735691079597,0.4421371159578402,0.32973400548966453,0.4075360928538714,0.45093852567034604,0.340901936651135,0.35336334284308785,0.3541716622788609,0.3613273024830014,0.6838897891830363,0.358564792525281,0.3552181646331769,0.36606942519474744,0.6222914966703085,0.32015829388483985,0.3154858122194393,0.3330987605381649,0.3663110477050532,0.6266977659597641,0.2955476853974857,0.21456985480459062,0.30267836265145626,0.3539118314902192,0.2967584820469598,0.29408046333339916,0.41774941388844494,0.4281625862226681,0.3926378908386009,0.40283608073128,0.2067426776350639,0.16049710624046523,0.2376561241663293,0.3566009879488385,0.3561770663984744,0.19872558156720502,0.482193799751835,0.2151200822065541,0.43758435565445236,0.38199121923387314
411,0.19656075373213128,0.286150747159689,0.3427937658864049,0.2635838361208337,0.20745959778004483,0.359807946293858,0.49969832792028435,0.256565374229157,0.33345399504116424,0.29591205986417723,0.2721617313762627,0.31896044425925946,0.45016174304604556,0.4211453008396805,0.33220402153362516,0.43273072752205194,0.4448920697441381,0.34052283960752644,0.3862196179603333,0.3363694533141269,0.36363368079361647,0.6947373434311241,0.3831171959107812,0.36104216696437175,0.3756900362439247,0.6245865328969838,0.32222093258077167,0.30603578994206015,0.33281541896203043,0.3662792641300031,0.6518147434933621,0.2915832049962359,0.1973593276163535,0.3146477024603188,0.3532190910375538,0.3008364440293044,0.302061735292036,0.4399059828615677,0.4362780291874859,0.40990159122682274,0.42119491571775536,0.19416310890282384,0.16548076297027373,0.24067039295434048,0.35960637586351196,0.34888708158776066,0.17094986690732653,0.4848702058258216,0.20915996138932524,0.4381874826437097,0.39886696910926817
412,0.19818831105154083,0.2853097551564267,0.3476552310159949,0.25959516548329686,0.1960271550954712,0.3522316997480293,0.4708048131220404,0.2636556696818505,0.33708333105692606,0.29555386797630695,0.281468759231177,0.3198755656333795,0.45844873362711264,0.36510532754047365,0.33128395052985155,0.42388451194397414,0.40485124826688706,0.31817572623387863,0.3942469738706742,0.34948995670587685,0.3601265664260492,0.6948448950397662,0.38573485809565156,0.33614785247667683,0.3656003998566339,0.6149609340884071,0.3184173401029673,0.3107768335283037,0.34122803728646073,0.3796000442528173,0.6135394351872873,0.28949621227815764,0.1863643515899671,0.3121986611326858,0.3539857203020345,0.32913486575937845,0.30171021754194915,0.4434270722340263,0.4440524736310529,0.39998274902146963,0.40474369199170035,0.20750035232241767,0.16658510670172594,0.24040730925740703,0.36317318478835287,0.35210577612140076,0.17559984479132298,0.5056689747436848,0.220136388535579,0.4376444190292834,0.41787497534438756
413,0.18506981301094858,0.29330995792685055,0.32228438837453277,0.2600958965697378,0.19339690584958363,0.3846395033020167,0.47196411731029453,0.2606321109591417,0.3381879148773279,0.29527866585914875,0.2895406368102243,0.32023195833092805,0.4622726742719575,0.3693805649518075,0.310276976986112,0.4347682279369388,0.38722932806336463,0.24384760685699364,0.40842930282886236,0.30825572630150094,0.33526990179415356,0.7014330789883977,0.3922713673002125,0.3296326695429185,0.3514449750641446,0.6147850025068726,0.29891899713239173,0.3078295937451679,0.3167232458809287,0.35198705113183065,0.6013689977561713,0.2551898905425035,0.1870126921930048,0.28852542673755865,0.3220452774711366,0.3329005334514308,0.26656650440924834,0.4387802888213539,0.42279290823862076,0.39874805086257326,0.400139888747483,0.2034607844571908,0.1666015803878678,0.22894823923466684,0.3610069909517198,0.32897729179382607,0.17710753342051713,0.5054981718697404,0.2382169496603287,0.35268522618528864,0.4116642360140639
414,0.18957683231810646,0.2841789056589731,0.3296939102524154,0.26323303431253137,0.18625000920927265,0.3671610427175287,0.49660949323037096,0.26026150730939,0.3412831963568064,0.299786988428434,0.29020203779786696,0.3375461099582241,0.45918887631771466,0.38145807495028444,0.29809940234856086,0.4355791666641326,0.386246826033774,0.24630523006894098,0.3998616160201065,0.306908173194449,0.3510318587308527,0.7743860148591384,0.34926103454358776,0.3292352780601594,0.36160715301040736,0.6540869350431521,0.28543829328492015,0.30654151941902746,0.31789471387435864,0.3525798931164458,0.6203445238153528,0.2535047247734505,0.18473812863826852,0.29085032024164414,0.3162046301820934,0.3543638667383104,0.25487445811020876,0.4235985689541031,0.40742964840536644,0.39512012192503354,0.40032695817554514,0.21646142673783106,0.16586601997676798,0.24339067071010898,0.36380068238303337,0.3267271616178354,0.17410357146146468,0.5053456945075475,0.2553510094482418,0.35255194583248306,0.42117799163125347
415,0.19079900782633138,0.2840528659124417,0.32584350437077514,0.2640251392680747,0.1875720514207736,0.369762488809219,0.5163519676203236,0.26918960295007993,0.3427324415309263,0.2891347943382359,0.2900948087053791,0.341418643626312,0.4478021438988688,0.37815229827892255,0.3007019650369766,0.4064031509689807,0.3895807059365136,0.2506898820233903,0.39616773206364997,0.3069272695896385,0.3456720871652018,0.7710217602522987,0.3333937942927272,0.3292347044843854,0.3692029054237194,0.6534222425813506,0.2854838699489005,0.2866006295119458,0.32362215007230904,0.35000854308223495,0.6327512942009388,0.24325284978617914,0.20492270493762008,0.291963682282502,0.3132482499262909,0.3601058943189236,0.25596510205245027,0.41188601274746356,0.4157364524027014,0.377766961020915,0.40130783192627006,0.20910661763024344,0.19294525544523383,0.2468430816871253,0.36796254370058434,0.3282971592097239,0.17051285779753703,0.48677988837175173,0.2796389130446812,0.35306642714410785,0.409435205648552
416,0.1730229674161662,0.24803327658435279,0.3309274025834784,0.24472213868031983,0.1921033278566511,0.3820438564234608,0.5106637843977778,0.21700671710838476,0.30290491798140956,0.28838430944965554,0.305676247144778,0.34054762057700255,0.4289981624367164,0.2871271785708117,0.30031592762705916,0.4006662339758303,0.3453776203822964,0.2538062423999413,0.3766923439863267,0.28160542359777213,0.33050460818602706,0.7701127625488032,0.3440956871244148,0.31429464397957835,0.39592750505837887,0.6499974666111709,0.22174940710556793,0.2834425879759159,0.30298399763374645,0.32578640505622886,0.6170036728571509,0.23447497631578143,0.21921648467125127,0.2901819932141577,0.29924073690375996,0.35392778858358986,0.25996297180486155,0.43171229899601143,0.41568929802715887,0.40352109702666183,0.43922027551949244,0.17785728577492985,0.16327432721644716,0.23629567636227544,0.3485525886883844,0.3199777927395472,0.17933103214831983,0.4809487407224853,0.2810521669986888,0.3214403644218178,0.38842799840405146
417,0.204108680378574,0.28432227730860243,0.3560811973619037,0.25775740005648573,0.24945371946231903,0.39495689047882837,0.5298729607735024,0.22780000153273627,0.28574023381663327,0.29932058571196696,0.3117057426098898,0.3583886733782699,0.4733210576470433,0.31952309759026265,0.2877826365246021,0.4331708570440991,0.35394261616074113,0.29509844293285276,0.3767292657879024,0.31564620423271345,0.32936359719967356,0.8162178249459966,0.33659692134630154,0.3737412764010375,0.3980334686208386,0.6258314381710767,0.2953382508449854,0.2808470951619355,0.34956307153305843,0.346332330835643,0.6196216418150513,0.24375668724301594,0.22089451161844087,0.2915303209815288,0.32718961786707723,0.3733347720534876,0.2545879662111913,0.4320226122313731,0.4612627584271927,0.4678592441400012,0.45673016943949646,0.1954969711777633,0.1682401107819618,0.24511591258658527,0.34800363466869283,0.3167474209440272,0.20198504227956762,0.46195870633661046,0.28147188614683993,0.40027854389094164,0.4467190324042424
418,0.20471175181424578,0.272636759499895,0.35923599925094507,0.2451687044760742,0.24848180412849655,0.3942714185057529,0.5243377507327185,0.21383755783123296,0.27759037467727515,0.3064647516390207,0.31192211504290823,0.35867635987177426,0.47355431169409107,0.3204254625299038,0.2893428036874524,0.43535001386699135,0.3444191158503007,0.29555828240089754,0.37704610410395245,0.3231873992252235,0.32807788494641565,0.802242902585322,0.3335844465942968,0.3737431940263519,0.4057394282720769,0.6277009189481545,0.2737113044087174,0.2663341395823871,0.3523734098560774,0.3383444517924928,0.6046899157244412,0.2559293113393302,0.2182691692555403,0.29342516980505917,0.31713035686714686,0.38598784626267835,0.24506417901795607,0.44015165441937953,0.4707703678182202,0.49966558687214563,0.42332262244177377,0.19548914366407516,0.16837692192750053,0.24470922486191843,0.3365919531426869,0.31571660225148074,0.21138509138198194,0.5130909072573017,0.2725424930107532,0.4054912848891872,0.44059117907050194
419,0.20671990468610332,0.26753861737004786,0.3593689219535465,0.24853227859228533,0.2451285091798663,0.40423190202066944,0.539178727693856,0.22069519003654134,0.28522009943779536,0.30639492674449637,0.3118691546907143,0.35966323827447594,0.4179178337100311,0.31272804646910024,0.2836386273879091,0.4373332824335119,0.3961934951692657,0.3142962883225022,0.37382533104412663,0.32423927267025293,0.32803407523651823,0.7721442486146054,0.33932893079879434,0.3836677308943602,0.4183743390782147,0.6390046571835375,0.3044225039660285,0.2686439777422924,0.3514470681559065,0.36027363854825695,0.574517655715283,0.26202133689068674,0.23930125858353715,0.28735520448262886,0.3212857875105628,0.3915191222511904,0.23745633926776952,0.48258062911913163,0.47666609410555105,0.48717920070310333,0.4573690233429751,0.20160649272209705,0.16848152007805275,0.2848869516216566,0.3580666112145603,0.30283655777337654,0.22583483491608827,0.4998131796331549,0.2685688047077979,0.4071582454706633,0.43377460102551063
420,0.204624135047074,0.2419813883714391,0.34882200384414835,0.24851294037950913,0.23998657507243498,0.40624244586739977,0.5377378216468937,0.22062561805037056,0.28551795959124887,0.3138394812286865,0.29235797929599283,0.3320399039655575,0.4180704459773124,0.31646174842905866,0.26488908467961503,0.41639955843830323,0.3961453312436396,0.30776493743576105,0.4456872356946693,0.3300102302033596,0.3257172174614184,0.754128991375579,0.3513685908514746,0.35783469171353177,0.4166186737687453,0.5950435888369261,0.3144702482027842,0.2898023557548954,0.3375722153899696,0.37166422378318453,0.5942715577097278,0.26216629642572287,0.24115917113150062,0.29201167518533505,0.3185423885672818,0.3994008415243823,0.23767680672367916,0.49959194134364865,0.47447693073621044,0.5139919896995856,0.4583199693357486,0.21489835296643342,0.16846713907979113,0.2752773217805897,0.3251792307111197,0.30398195051358345,0.21970605560596712,0.5349550330102876,0.26832915926049306,0.41379950246389197,0.43829158245113004
421,0.20509272235561826,0.2559864816581131,0.3505384517675641,0.2538120453701299,0.2490321734761716,0.4325533524284231,0.5295747942631229,0.21890692678763063,0.3162654459943407,0.31067794461563353,0.2590193952856943,0.3228371110887972,0.41396043695421286,0.29135647809458826,0.26359522470864666,0.42281125821597293,0.3985672550732811,0.3084375134161551,0.43350068544294923,0.3248261040218609,0.3237012134638031,0.7549782774794035,0.36141335910256234,0.33860843492543313,0.4014280290454416,0.5670372265735723,0.3492997602260809,0.2764562715862308,0.33317814790641387,0.3130303014490209,0.5935976547899132,0.25496771934114204,0.24286867089029235,0.2864863520090111,0.31516312196832935,0.40518507956481625,0.243267077120375,0.5328959684662783,0.4614622864705598,0.5268390245557015,0.41926542641238135,0.2128664328163427,0.16315990485422108,0.276307929226348,0.3173999819165948,0.3029947917448026,0.21966946189218658,0.5258563972763215,0.2784893654898146,0.41449764849667203,0.43657479705094054
422,0.20917424553339695,0.2461412862150844,0.3554201404023138,0.2541927902326582,0.2391105674036879,0.4108177641644374,0.5406519188588308,0.2205928993597363,0.31599483944247275,0.3133332103008435,0.2574839993859935,0.327799733987709,0.41315037298788987,0.2957957364219018,0.26290511170878295,0.41699359796136437,0.3967446192232784,0.3109955641859044,0.42576663309974777,0.3474012172023355,0.3416082574979611,0.7593967233868963,0.3612120990900819,0.3529322000193625,0.41240815481675797,0.5244810270283445,0.3492477698902674,0.28556858138183167,0.32609060189710587,0.3113106453167199,0.6135724318822136,0.25708690784856975,0.2562102902870756,0.3030298328491701,0.33374907005426185,0.40870498851571235,0.23464689770458066,0.5174875991637352,0.4193313808653847,0.5447111658861746,0.42145594120994345,0.21186427347937115,0.16973406280226355,0.2782008675084839,0.3344714510636714,0.3765417767780066,0.22227871934935148,0.5276021497340329,0.2858775272001898,0.4163197986397468,0.408412430533621
423,0.18433946549786717,0.27964909828491435,0.37110876745945587,0.25598820641909853,0.2352213164724399,0.45113660717682613,0.5398266523197064,0.1961024028616662,0.23716494449574665,0.3941122951526787,0.2632421301340393,0.319509077694295,0.41723278404919967,0.29396955204317204,0.25822737423418873,0.41268655653618297,0.3740597051306403,0.32945450475589966,0.4275987026869389,0.3555548925415215,0.30686569347125237,0.6438758764769116,0.3451844110327466,0.34635997515859196,0.39814540737310405,0.4924976353443471,0.3559028359522095,0.31977568619098734,0.2905628039992854,0.3216378084167647,0.5590073008936519,0.25548823956467187,0.260981681155283,0.27021641175730504,0.3044932293129129,0.4068939032588449,0.2206357601808615,0.4894437278878092,0.43099802240678375,0.5448742546759858,0.3861776327700861,0.21206797951776948,0.1754416622631351,0.28044546215341803,0.32697725802481387,0.3544358793481277,0.20550912050181763,0.5176431426094712,0.2737611737619074,0.4225262131833223,0.4059454369347701
424,0.17664094539479974,0.2771513931849296,0.3690824661864992,0.2420112165209134,0.23566013978891964,0.4718451351942361,0.46071317932196615,0.20784883675423577,0.23526202180074515,0.4070141074769176,0.2562760886904118,0.3170201637454581,0.40887265192720956,0.3020199578246102,0.25475175613198575,0.40816917566721966,0.3447397099741111,0.33916931800471684,0.4361363503265806,0.3552544112776775,0.3063537823145646,0.6457661487705358,0.3373317576630771,0.34688957769013495,0.39374858033765237,0.5019125151806018,0.3701759818140205,0.31054719369769224,0.2947156713061541,0.31876173601553326,0.5541175821387448,0.27243595553423294,0.2874516460887386,0.26721529351829815,0.3054625694536299,0.39281315215860907,0.21455709530656905,0.4397123311911851,0.43074648465270665,0.5691755090545702,0.38436972915867923,0.22628743181505923,0.17276681050268147,0.2950730542890996,0.2928275807243208,0.3581724133015223,0.22138516279801104,0.5130483675769311,0.28138496407088887,0.42552881972307316,0.40580745121170697
